"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","762.134112701242","779.991330597029","788.719859989087","848.758818211015","921.736201229272","941.986720058334","964.036461209048","946.974108067179","908.370743423256","933.024606435304","962.116550458649","978.526754028173","986.339591404357","998.962130899123","992.699476226657","1057.84565309144","1171.76970019732","1248.54385488614","1325.18865245957","1352.94785465629","1452.59824040893","1521.02525288767","1629.89724924356","1669.34576753886","1784.66399287387","1838.57570761679","1874.67183610998","1894.50785202238","1945.30856381632","1989.27414986553","2051.61225833844","2028.09189865402","2073.94023698687","2090.84043017316","2130.67568024243","2185.30217501739","2248.59423987044","2324.91660962473","2406.04523400723","2501.98186736287","2610.47649772765","2651.8655155154","2664.64201106551","2699.10106547749","2758.56642776924","2830.35013837068","2970.94475447749","3126.27499811106","3290.94074048999","3381.11537652316","3485.2821981757","3472.5982931206","3472.14829808288","3468.46882827143","3489.86412370983","3562.93265798423","3638.89492746167","3712.60365352095","3831.19983495957","3964.98712904952","4028.4209198079","4085.62486062571",
"Euro area","EMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15569.0902989499","16067.8921305555","16740.7381999291","17658.0567771445","18122.0766474032","17889.3709538059","18704.7955733449","19204.9913819171","19724.7809165129","20404.8211846256","20755.8928690115","20784.874627801","20875.7867204075","21123.4407800937","21589.6265469933","22047.1688142282","22543.8471130419","23051.2345922673","23963.6565157525","24839.659307557","25616.8935830708","26181.1891933354","26429.4158630139","26147.3815170407","26712.8461034736","27288.8840642362","27678.272669206","28359.749103965","29159.0812116415","29945.9120922611","31001.2444997593","31560.2675195523","31701.6973936874","31745.3633377506","32295.2428716512","32668.7085253538","33566.8314950716","34395.1646616305","34370.4870221754","32710.2805401161","33344.3449115267","33991.3652240513","33630.7778494816","33442.9867947166","33795.502264477","34388.2837816778","34927.0354997102","35763.6530018044","36338.6111011861","36879.1353577619","34476.079469019","36352.040136204",
"Eritrea","ERI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","511.574117173733","585.321437925119","715.993987870206","741.207214701975","812.695495572407","877.478375480703","888.480306738701","876.298983066535","828.401675200487","869.705487324832","857.448069807089","796.197097025495","772.462385999496","762.399223145292","731.322209535285","722.366994941337","637.602666861125","650.189673132257","653.868784885366","700.99816345796","","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","6215.03628303374","6886.53906136079","7502.64123248002","8150.83139574789","8498.64737489622","8932.55704709902","9482.21611422722","9772.76322009006","10282.1364767468","11088.1616945848","11436.1928134969","11824.5575719324","12647.8060965971","13483.070472295","14085.9077707433","14009.9711139405","14320.6804028474","14576.3986529774","14647.929180102","14525.3951144049","14727.4892007372","14603.7948584165","14697.3188889826","14884.7853271497","15087.6496528039","15382.0593486021","15835.1039954459","16670.2098121819","17482.3311175685","18297.4999170215","18970.0735224813","19403.6013059565","19488.2233647074","19187.4502367232","19551.4183165462","20002.0701049746","20448.8796313056","21117.3232597436","21953.970940228","22847.019939298","23938.2967464869","24707.6929982983","25026.4346034172","25310.7982805803","25654.6984456902","26146.1644104139","26762.6421138652","27218.8172427069","27025.681246227","25779.2914994366","25702.7041613051","25402.9611208069","24635.1755792043","24361.2573441367","24772.3413090317","25742.3688346767","26500.3139007271","27224.3980320415","27725.8055220733","28101.5270745864","24939.1872568495","26238.7807752054",
"Estonia","EST","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7137.53077576403","7601.66901867365","8692.29643761449","9157.06484706853","9091.33319428774","9960.13903877452","10625.5792686752","11417.1679687727","12362.2482843024","13282.545519845","14631.3873257137","16155.2074300393","17459.0983144278","16607.5680643985","14205.3948829766","14585.8386603429","15692.788829336","16257.4722043516","16553.383261103","17096.6445771582","17402.0376128079","17945.9449641749","18962.4103006448","19677.6768375961","20408.4362440973","19767.0776001377","21421.1458746116",
"Ethiopia","ETH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","303.446810803503","297.860279301842","312.69077100609","294.282578505816","253.2674997068","269.043891709718","296.691524822325","288.672342277648","278.21218015442","276.155770834333","247.54322155017","218.101834454033","238.099111464726","237.299445783679","243.598443016615","265.330882506067","265.468331494404","248.86572981923","254.247599418538","262.025313364975","275.722215579817","271.98690915836","258.628815573249","285.545688793089","310.482649763526","334.727438035574","362.969313430905","391.255572075977","414.120494108205","453.29882929109","489.992672496167","517.51346095389","556.32628782594","596.455128008062","640.541923075422","682.239357745426","727.844054349637","757.35041670679","799.795134257737","826.973053177312","852.006153020721",
"European Union","EUU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","13282.2724623529","13691.6958423064","14247.8813614751","15006.96083133","15376.7814351998","15184.1469713571","15841.240664589","16217.4926452886","16635.7804592853","17204.197838443","17482.6785126122","17500.2360676265","17584.7120793211","17792.7988862628","18194.6726559778","18578.0772239988","19005.6423588783","19427.2547205411","20170.4136625928","20889.6589785995","21524.0177511076","21859.1170071803","22048.2909878561","21850.5957120816","22374.3040783637","22926.6368075248","23319.8573062826","23902.5884570748","24589.2537957949","25272.5353921343","26226.7401943072","26761.8509321277","26996.854875845","27145.2524158248","27744.5206944889","28178.2628446123","29068.1499143997","29884.6315702281","29979.9052977196","28608.6469083512","29211.42650955","29807.1297033869","29552.9600059247","29471.8257368507","29861.4806775514","30485.0288067203","31031.1789389267","31855.0679219647","32460.5403004971","33032.9640053333","31046.0336764356","32755.3794081203",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","1238.61071464466","1371.85261192685","1522.70988439035","1630.51857366149","1637.62157546152","1666.77908056432","1786.71661400855","1739.87290824533","1825.49700415297","1859.57693833397","1794.9866556372","1853.44872779002","1922.75162783676","1805.19405679138","1746.14401192899","1628.01683600579","1582.32226891065","1597.73324845241","1595.38626677668","1628.20158980335","1643.81537349513","1615.25509688244","1649.08549536411","1486.51731785221","1456.87280978085","1396.92457660877","1310.37510853744","1280.32043263576","1297.02490420528","1332.08050601442","1379.65104249181","1395.79115171036","1439.90566676462","1468.56565428373","1501.07172245347","1483.97072385452","1609.77667131526","1664.29915304793","1721.38010122822","1783.0872911164","1830.04993130215","1839.45479199129","1921.6761023551","1877.11468213499","1922.13010745908","1942.00056617391","1939.03530673507","1913.6920361632","1917.81673477683","1924.50055125241","1933.58020203046","1935.01243469515","1812.51310261675","1815.29586955894",
"Finland","FIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11425.2934343628","12207.6935506106","12486.5232001728","12805.86258029","13401.9566364657","14065.6736797713","14345.5590620831","14577.530893058","14846.4872428791","16280.1982852207","17128.6307481716","17510.2265992012","18752.7791597409","19948.8274409539","20486.9386386163","20764.3369697856","20773.1309102233","20764.7166189384","21309.7127150633","22769.1072735656","23921.6145223365","24133.242113004","24744.2967772251","25363.8552151954","26045.5138711526","26857.5936382327","27508.199993585","28410.8750981037","29806.3433292906","31209.7581140566","31279.9519664591","29278.3636555028","28155.0895566487","27833.7025701733","28812.303619992","29912.8979739158","30908.3003090879","32768.3781282619","34464.9908824671","35891.0056383953","37884.3913209153","38784.7725522584","39351.3903956183","40044.3048555829","41522.1750841224","42530.6196771877","44074.0309204141","46212.6409741216","46358.6204112971","42412.0978494183","43563.5721974365","44466.8176978572","43637.2486713657","43044.9971201474","42710.9212889729","42801.9081167285","43878.9667273579","45173.6294067199","45628.9257036813","46135.0776632627","45009.6152767648","46471.3594098015",
"Fiji","FJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2196.92624002592","2197.34152678008","2198.67885194453","2260.07425400354","2295.41332679195","2168.81962565862","2112.19073407076","2337.41975953261","2466.99023518261","2477.59292111798","2734.09837565999","2861.6451529889","3012.26698240227","3293.5186099547","3311.80358108989","3264.64960760518","3291.55546574295","3423.32612499761","3423.68965848075","3766.81087202567","3626.32249801567","3762.76349781368","3446.49286438908","3226.87791057617","3422.90564159494","3213.19273166927","3429.10487495787","3188.36443459746","3213.72588402673","3444.78734354109","3624.7107777773","3494.12150665868","3662.08683340145","3688.11298103557","3822.31194889823","3868.24883947516","4007.61203960474","3878.17537033251","3892.19999831624","4202.39262244274","4106.96633107904","4174.11815791598","4300.64125556181","4339.27779451568","4559.28144308105","4570.28585268046","4619.73400523516","4534.88283455346","4532.01322307096","4425.84800151093","4523.86624071202","4626.68330129154","4683.22625879714","4901.89755440264","5171.52764876645","5390.71420703085","5498.66192411236","5759.65863654407","5938.4275368055","5869.02110893514","4943.76957934039","4708.09190501426",
"France","FRA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11176.4127543905","11579.3113728918","12200.1647059241","12779.8777459094","13450.6130773243","13938.2009035424","14520.90271332","15101.8177290415","15656.8327241562","16644.302861919","17526.4742001718","18312.5429574749","18985.767152331","20033.0120405998","20744.7098004525","20416.3807476764","21192.4503743429","21826.9180620996","22602.2938154866","23308.6779017224","23571.7601213171","23708.2313315445","24176.3145490166","24343.1301270876","24573.9301474875","24832.9691797729","25270.018173555","25769.7309382798","26840.0498564772","27854.6078624175","28523.5774453551","28663.2840835565","28977.2620870713","28670.5991675264","29237.7063204025","29746.0054678075","30059.6949915431","30653.3528508069","31636.5672206853","32551.0830706316","33597.3662427446","34015.3809173194","34152.3658925504","34190.3029345668","34899.8763766384","35213.893088874","35825.7485784696","36468.0978775182","36357.3225084709","35131.4491385136","35639.8040642823","36245.5427948625","36183.4879863585","36205.1678224014","36378.6186614699","36652.9223052178","36956.7958003293","37694.0833027304","38291.8657809431","38912.3312648593","35785.967011942","38210.2182125808",
"Faroe Islands","FRO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53310.2620055228","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2481.86353654148","2453.55556604853","2461.41446332576","2491.90977380342","2524.94731143939","2644.51995276859","2679.78712636328","2827.79260386307","2756.2010766494","2908.2537986018","2795.52910663931","2622.17187246136","2703.57198324004","2751.84449452977","2894.64294030735","2963.87218461137","2984.06622149033","3034.52328571093","2948.72351696569","3022.79570856061","3042.15819225852","3012.94710361971","2965.73815065409","3014.98595723628","3084.75390971931","3166.74385830107","3076.1654054853","2923.35971248742","2815.49752902331","2906.61701228808","2897.41759379444","2941.87332481567","2917.24221928425","2921.14561580466","2839.38836828778","2719.68463597542",
"Gabon","GAB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","3386.61587317285","3849.2814507809","4091.59522430444","4288.13570200547","4420.92903671051","4713.31848197738","4837.2590429676","4936.92111258189","4956.0410360671","5246.45798957907","5588.87630795497","6046.37869238898","6609.73163704992","7151.71379510071","9789.87315304696","11437.9245373744","15187.6451861524","12984.8657624489","9636.75920273595","9454.2077027557","9461.33950273783","9698.27681724654","9161.21766309906","9426.67706162027","9869.40890194643","9382.88765421595","9056.25495255967","7298.94456644442","8010.99619813643","8457.9402003251","8655.53786998417","8937.13362201202","8429.548723845","8530.81682140745","8617.55542394832","8815.22887306372","8905.0252141771","9181.82630063066","9267.86908508131","8235.89938006843","7888.06209100779","7866.61354514162","7662.45530652272","7646.87769446296","7507.13140969884","7504.25995868094","7091.72004198845","7301.22884242197","6845.94458788966","6634.71867702502","6863.53876370988","7086.38778211358","7181.21372045023","7304.77966378694","7350.05129816345","7384.70070393071","7313.13996521451","7145.11756385762","7019.8275539348","7116.08126788807","6818.49683740627","6759.86415300794",
"United Kingdom","GBR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","14914.88076112","15198.1534210409","15235.9236991883","15859.4491137533","16628.5760831549","16876.0173572894","17047.2524596601","17428.1583772499","18287.2056960879","18561.728287271","19655.9119684222","20259.99990997","21064.029387729","22394.9063665057","21824.7595550081","21504.7354166853","22136.0260990134","22687.5314212341","23640.1072323673","24504.3814347225","23977.932424806","23780.7654286142","24263.8611394764","25279.6243148859","25812.3621110214","26821.9659801116","27602.9439141772","29029.7048005534","30625.7233408827","31333.4619678829","31469.1612929282","31025.9226234739","31066.2355492075","31763.4894327669","32901.2473045703","33645.0733046118","34374.5202164087","35969.2149523957","36995.7094347959","37975.0998606586","39229.2684645729","39888.499257412","40563.337319998","41598.211744861","42336.5541810782","43137.2551546647","43927.8860195651","44576.3676643203","44120.9295397417","41928.6098473613","42487.9254102784","42771.6411209323","43099.5973494837","43621.0592250195","44596.1897498767","45404.5677734722","46081.7152875555","46746.6418904989","47231.3368868464","47750.8796619598","43166.1552001396","46209.1051748182",
"Georgia","GEO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","1796.17134378749","1909.56343505659","2009.10725024443","2079.6901009606","2158.76712574929","2395.69363823297","2429.47395294251","2473.26436830696","2610.507700632","2815.89072708138","3001.49677195861","3161.63433116868","3356.71962482068","3585.10272494036","3821.09841911568","3962.42162789563","4137.0625894814","4184.29011102833","4326.10632552321","4522.10214660062","4704.14727952806","4281.37403984463","4300.61130058272","4494.80885014375","4160.455881003","3546.15802479369","2778.30504868183","1519.03532165985","1065.73558520923","969.712884713692","1033.0231796711","1191.18106168504","1359.39279302754","1436.71191602844","1508.65651053951","1566.56025711526","1667.5080065233","1774.63644246672","1984.24433117813","2112.26131913728","2329.57085416614","2563.5430910194","2901.10409419212","2980.30953519967","2897.1308766973","3100.7234268396","3356.99786834394","3597.20376380055","3738.70504043075","3902.56879865773","4014.18594419329","4128.38560259133","4327.72758530017","4539.08752230476","4773.42330884899","4447.664250894","4927.06472094236",
"Ghana","GHA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1154.13672177924","1156.58119085318","1166.02296504786","1179.34910292036","1169.46501418033","1152.54390391596","1075.40345818799","1082.39084280204","1061.71386725346","1099.29437722587","1176.43149506298","1204.99915321719","1142.38160446337","1142.66134553554","1188.95820893896","1016.45716885857","960.075034999973","963.367586570305","1025.79842093642","980.097673084936","962.383601820283","904.760941246245","818.424484265435","757.919058454863","798.761447577322","814.612855819517","832.150220971042","847.136437112015","869.470625529196","887.823126705977","891.304752240104","911.596309245784","919.980750358176","937.445988396655","941.78191099188","954.441430860445","972.730596543828","988.281926861996","1009.47243650558","1028.38783673591","1040.63409900461","1056.07090420148","1076.91520129623","1105.40136941722","1138.65837035507","1175.86165977919","1219.56212509262","1240.16196738877","1319.17358896451","1348.34140336651","1419.12030179234","1579.6995927154","1686.06954432207","1767.80206994993","1777.09670654526","1774.07477092508","1793.1808558184","1896.36673179505","1970.26082923134","2053.58673106375","2020.62427213167","2084.63501383015",
"Gibraltar","GIB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","526.039948587936","527.297116532796","543.58482156456","548.389299515263","555.458278498112","554.043737146286","556.737907396021","569.461548352492","576.689392516044","587.617919487941","597.867604707634","612.572622721836","618.846913373341","626.966314826466","628.155097119358","637.493198330762","657.221781178507","652.730667697803","655.08547920952","661.10250319426","654.747688171247","683.900116111828","696.031321103174","672.630728346572","689.256688654773","711.990871580973","737.713052209307","749.870076465839","759.587862412066","769.255475432822","830.246163888423","890.788676719394","920.964278702536","945.507432834216","962.116324219918","965.37552244104",
"Gambia, The","GMB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","610.152098168757","594.214019537106","633.349493257996","630.603969782602","650.417960846168","631.361490288237","614.485324072098","651.476947888215","668.918532570441","728.520355880242","757.084053729693","757.400797910711","778.534760971564","742.997687014923","764.206103190022","765.182116506603","736.342688516436","790.725531592694","789.923352959698","752.300158767295","748.087595541505","729.675730419287","725.309843004067","732.68040273644","727.023647033191","721.614725647761","720.72577654043","719.070552348128","698.225225980947","682.938540153875","676.825676492718","688.444792192062","690.900400317719","712.672801276647","728.709595778378","746.961260290645","699.941686650529","724.470293992392","751.396393369168","711.281944566937","686.129989850258","686.142379720242","707.728506793487","732.785542529665","753.17679058797","671.36963718237","685.464248991779","684.081534623188","654.350933850728","660.723571244322","653.732992705967","665.213221456846","692.632098181955","714.542090626774","692.749167007907","711.050403247136",
"Guinea-Bissau","GNB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","517.041159617281","487.537141281062","508.593884340916","504.82337782591","519.834831122958","554.531758653325","578.59851983899","536.195991079804","606.259148564389","616.282416589363","513.362375638531","597.360900642667","609.702019104541","574.928657438279","611.778255292031","622.006338064425","602.987420684563","606.725473033393","620.833407671707","644.383477155369","668.630623043714","687.051252007499","679.066533774711","677.998826943389","684.652937840028","700.004216822996","765.743556938652","799.912320419445","564.242431975686","559.006890585198","577.485664855301","577.718826276869","559.556208080347","550.089425676073","552.284766541778","562.384855924713","561.735047825795","566.107362921541","569.952835515209","574.470804651114","585.691608965249","616.683542445337","590.266056354685","593.481442575988","583.566126204989","603.399381547733","624.91975228753","645.359086537753","637.546681187029","650.069382434149","619.28915783324","627.675020429244",
"Equatorial Guinea","GNQ","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","528.490065777014","528.451224860515","501.628517737848","486.450478517782","456.771061958427","485.602548454335","452.554428158431","455.413639855096","453.307113756494","434.91048195557","414.452220505524","397.273445117503","518.043024288719","556.092673000362","626.494315642106","709.865189305032","1138.76460247882","2737.21458639389","3254.29135861459","3925.90551464983","4454.03816427734","6983.43904634822","8003.96175127512","8745.26908357059","11558.6753842466","12908.0638248536","13282.9424971336","14619.7505640976","16438.6414184634","15906.4965365837","13841.3964297338","14098.6463738662","14614.176931747","13421.565711838","12926.5335416735","11283.3980158847","9894.00626011769","8986.95100457202","8124.18286170684","7412.58124620617","6860.3740696936","6575.67218893033",
"Greece","GRC","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","5030.74356154497","5650.01778015424","5636.94576745113","6281.29445901077","6847.4691017883","7549.40736621994","7980.60482744045","8364.66312395018","8909.08449498237","9903.04739387073","10726.8084303291","11517.8384023482","12605.8585237263","13564.2325578129","12644.2945475672","13323.6797876612","14017.1882026408","14242.9073350238","15078.2925600697","15380.2290464009","15333.0272086248","14960.0573363373","14699.714517418","14456.8160806747","14674.1991917006","14984.161508335","15011.9928336033","14623.9143079044","15195.6767320566","15691.0147156802","15525.9086967573","15816.2174890764","15805.7314210785","15461.6168626439","15692.0813494921","15946.893365293","16331.1884746727","16979.5499824896","17543.3898999673","18013.219316858","18642.8828810169","19312.4704863527","19996.6385225004","21104.9242896354","22118.2517071541","22185.6168144417","23369.3529983481","24073.0004963747","23928.7093856987","22839.4465265038","21560.3533533658","19400.8077326583","18123.6710971914","17796.2576680722","18000.4184639065","18083.8779056547","18070.7807322854","18304.3076770645","18647.4957207515","19003.829047083","17323.8227704417","18831.2875012845",
"Grenada","GRD","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","3269.11183657198","3486.82122688017","3702.97637950807","3665.42610987391","3656.84679651665","3704.55376094924","3723.65484577241","3760.50267494448","3926.31868029086","4199.12626509901","4616.06448396683","4815.93428302882","5058.94308707324","5294.9324762246","5360.83883328353","5276.97119849367","5117.0943020242","5145.56026544321","5205.82391053277","5398.27534279786","5637.54553929662","6271.99557538","6678.08515670725","6976.7167771042","6808.70049404139","7015.96270583123","7652.85096647434","7578.30943220369","8558.82871898243","8194.95080405063","8676.50745128638","8735.9640139235","8132.78073270083","8057.68650847271","8076.82315029577","7934.04142148447","8066.55268288959","8601.08101535152","9096.53865246322","9380.23223260403","9742.6036607648","10115.0641113487","10133.1322043807","8699.11138487343","9121.37610087039",
"Greenland","GRL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15375.2026608434","17088.7022283147","17731.0934770542","18667.3322461735","19533.2190761087","19619.8145895682","20747.1712754047","22714.6627777386","24179.2314261244","25150.014868986","27005.3540651094","26758.5835561337","25327.634772601","25901.5009242424","24280.2833847645","24931.5227856572","26551.2682265322","27705.0909224951","28883.8481997201","30528.8333259503","26805.577588047","26823.4062837444","25544.3258407202","24303.9235756971","25604.6223284605","26416.5439877304","26772.6416695689","27117.4015086751","29169.0769300141","29570.9931038529","31614.6517251413","31930.6286478313","31475.8540001692","32779.9156168261","34953.9857327976","36681.843754409","38829.5768138818","39896.9168745397","42527.7110946122","42899.7888333474","43198.0773094712","42994.9238212176","43655.7458877164","43338.4290158317","45545.1903286408","44536.4013080999","46561.8315883072","46598.8233034331","47013.0349493846","47908.106718779","47957.7936697606","",
"Guatemala","GTM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1854.79330002716","1878.54564872722","1888.70327728188","2009.32227702071","2042.45520460404","2071.6407135758","2125.38337280695","2152.87804367027","2279.8722319762","2326.82337392446","2398.72329445652","2471.78013279965","2590.83544735432","2702.9542823866","2810.11332690576","2800.96374800581","2941.2769601094","3100.41266827971","3181.28760462312","3252.59063989192","3291.73703223049","3228.30179182287","3032.23371569443","2875.09603024159","2811.29118379284","2718.25707974095","2647.95769814674","2666.93351571323","2695.09184891234","2725.10675076551","2733.86659540883","2758.67882604411","2817.23114704162","2854.13299733458","2896.2234438495","2965.89179105211","2981.12088265626","3038.71350544897","3115.97742874329","3160.07953045848","3195.39433981893","3192.30860737942","3239.56717751628","3250.84112590453","3282.32107223521","3320.16407089873","3427.67826697726","3573.59963564153","3620.83046484901","3570.30283821497","3606.4305491335","3688.86616443424","3731.67578420097","3802.15380202902","3903.05961459334","3994.63691288475","4034.15848231358","4091.26800012075","4160.07113765612","4254.03515942326","4126.2054283726","4371.6157364824",
"Guam","GUM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30543.8238259879","30704.953260077","32622.1336880318","33743.741405003","32461.448494029","32653.3078657691","33278.0733411376","33383.1268615286","34094.348815539","34067.1937684541","34728.8937132729","35222.3885175896","35722.1143432164","35829.2503598989","35652.804761085","35678.2832965149","35103.1618350584","35666.3161500796","31162.6759585132","",
"Guyana","GUY","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2720.91186271716","2764.10442186642","2716.22974135863","2320.35345784162","2522.15218286321","2728.00670655717","2816.10880001449","2888.28348553084","2874.15411299314","3032.75599162169","3120.60728058096","3178.27846050987","3037.65529612899","3041.92618480263","3240.99840877603","3478.21617717097","3493.01747139569","3363.72258051334","3269.92606124196","3184.55612425453","3223.59373947936","3265.20702490058","2836.28150039172","2651.4225158642","2530.22484558237","2607.00996566322","2603.78178655637","2651.46556470719","2576.69908485583","2466.63875851483","2398.29293207112","2539.57747287394","2721.5374249498","2922.37933341037","3151.85606292127","3299.99512230714","3564.85406535572","3799.29829152935","3756.30321217287","3888.65725331727","3850.8177831636","3946.58930252403","3993.52412055163","3966.39613509827","4025.19073576022","3944.44474455638","4145.7847928103","4443.0726185811","4512.38526015158","4681.6482762378","4847.43147965576","5088.60704456262","5338.7126839522","5505.38999238605","5568.21821243899","5576.82585151355","5759.69165572544","5945.06873183883","6178.88974588029","6478.2876883346","9250.30167363697","11040.7120074701",
"High income","HIC","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11271.7223832932","11616.0335713799","12118.5404763771","12601.8264328096","13238.8854110075","13803.14039356","14459.3942618045","14934.8799383939","15671.4860855743","16346.9709751315","16681.6753893334","17127.6416081628","17893.4260161475","18837.0695861282","18846.5349751502","18653.2757960446","19445.7336737416","20057.7060440439","20738.9040546855","21408.8990370827","21499.7939546226","21731.3451680171","21536.2279210934","21987.7641125916","22860.6969321522","23511.8227339018","24125.3446504564","24793.108209671","25795.8032235281","26613.4423961826","27231.0953123025","27399.4848201096","27833.7990794978","27995.1067053234","28711.2086311304","29292.6461003278","29995.070581096","30847.1167692253","31527.2898867904","32412.2597976322","33533.7122512917","33816.3373568546","34137.952440572","34683.2793895953","35640.6574566875","36437.8386254404","37309.7127655478","38078.847685391","37983.6072698241","36495.1782552081","37354.8322333451","37907.4391107289","38221.5704994488","38578.1652391727","39147.568101124","39847.261775534","40344.5195973422","41095.2809670768","41862.3390752507","42435.1603352023","40335.8276887952","42372.6209091123",
"Hong Kong SAR, China","HKG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","3955.99292968712","4333.79428717555","4847.26227527538","5139.72800178019","5739.49943980734","5791.01155679181","5737.03971101486","5807.32604339265","6363.6736988085","6782.61503101076","7122.01689771636","7728.20220259683","8435.79697542448","8370.75684843183","8253.94660665999","9468.44829987229","10427.0693175282","11085.7650261719","11709.155550598","12553.051127927","13397.24552663","13579.971305138","14174.6313591457","15435.9038972495","15386.590183765","16876.1787406402","18945.625798503","20386.1437383868","20635.4756232364","21357.2121781522","22388.5615427868","23585.5727489493","24621.5434207878","25526.3195392066","25619.9043097871","25551.2789789702","26631.7065843603","24856.6830426064","25237.5921720097","26933.1716176815","26885.371417335","27209.9796494046","28097.017984462","30304.1988391739","32401.2548343319","34457.8929713303","36371.5093080986","36923.8964525993","35938.4005362915","38089.8120542551","39656.1118481058","39887.5980660433","40959.7331831029","41796.5936728323","42431.8882817277","43087.2864117537","44380.534941791","45280.2188416436","44192.3784662473","41469.9755056035","44535.9366079234",
"Honduras","HND","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1220.53113951002","1208.92154182302","1243.47544475601","1252.51669824102","1283.6858715098","1360.34032832481","1392.60277526499","1433.33936218153","1483.57794864791","1449.82398510218","1458.63948311384","1472.74425409116","1512.22359073966","1583.50143390918","1517.91203585314","1504.03663432987","1611.92843732636","1725.34878175284","1772.62715329907","1815.08975233439","1770.56164731784","1696.06031626401","1610.87643498949","1576.80245778831","1626.72416317539","1667.55574316207","1705.0323709804","1765.40061639781","1744.4528319699","1740.79672138656","1738.62155191988","1633.67064065553","1684.6273852953","1744.25635945052","1699.26754530971","1753.85640952823","1736.24229905579","1764.74231327924","1776.75819530215","1714.96172656724","1790.36408270289","1790.79752352887","1810.4737219879","1845.63709977369","1913.11177184576","1980.98605774699","2062.60360720304","2141.37517135877","2183.76566138828","2086.27129507145","2120.74288955211","2159.71078839121","2207.23021432074","2228.1467474572","2256.01505600799","2302.20441093316","2351.09358617388","2423.59226577571","2475.170273532","2499.49282332241","2239.0081498977","2479.98971180966",
